gene_id,cluster,species,resistant_phenotype,product
fig|562.135594.peg.3451,1,Escherichia coli,Resistant,"iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore"
fig|562.135594.peg.3452,0,Escherichia coli,Resistant,"iron aquisition 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58,Irp5) @ 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) of siderophore biosynthesis"
fig|562.135594.peg.3453,0,Escherichia coli,Resistant,Iron aquisition yersiniabactin synthesis enzyme YbtT @ Thioesterase in siderophore biosynthesis gene cluster
fig|562.135594.peg.3454,2,Escherichia coli,Resistant,"Yersiniabactin synthetase, thiazolinyl reductase component Irp3 @ Thiazolinyl imide reductase in siderophore biosynthesis gene cluster"
fig|562.135594.peg.3457,0,Escherichia coli,Resistant,"iron aquisition regulator (YbtA,AraC-like,required for transcription of FyuA/psn,Irp2)"
fig|562.135594.peg.3458,0,Escherichia coli,Resistant,"Iron siderophore ABC transporter, permease/ATP-binding protein YbtP"
fig|562.135594.peg.3459,0,Escherichia coli,Resistant,"Iron siderophore ABC transporter, permease/ATP-binding protein YbtQ"
fig|562.135594.peg.3460,3,Escherichia coli,Resistant,Putative signal transducer
fig|562.135594.peg.3461,0,Escherichia coli,Resistant,Salicylate synthetase (EC 5.4.4.2)(EC 4.2.99.21) @ Salicylate synthetase (EC 5.4.4.2)(EC 4.2.99.21) of siderophore biosynthesis
fig|562.135594.peg.3464,0,Escherichia coli,Resistant,Protein MtfA
fig|562.135594.peg.3469,2,Escherichia coli,Resistant,5-hydroxyisourate hydrolase (EC 3.5.2.17)
fig|562.135594.peg.3491,0,Escherichia coli,Resistant,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
fig|562.135594.peg.3492,2,Escherichia coli,Resistant,DNA-binding protein H-NS
fig|562.135594.peg.3513,0,Escherichia coli,Resistant,Stress response diiron-containing protein YciF
fig|562.135594.peg.3516,2,Escherichia coli,Resistant,Tryptophan synthase beta chain (EC 4.2.1.20)
fig|562.135594.peg.3529,0,Escherichia coli,Resistant,Chaperone protein ClpB (ATP-dependent unfoldase)
fig|562.135594.peg.3603,2,Escherichia coli,Resistant,Uncharacterized outer membrane protein YpjA
fig|562.135594.peg.3612,2,Escherichia coli,Resistant,Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)
fig|562.135594.peg.366,0,Escherichia coli,Resistant,RNA polymerase-binding transcription factor DksA
fig|562.135594.peg.3673,2,Escherichia coli,Resistant,hypothetical protein
fig|562.135594.peg.3734,0,Escherichia coli,Resistant,Universal stress protein F
fig|562.135594.peg.3747,2,Escherichia coli,Resistant,Phosphatidate cytidylyltransferase (EC 2.7.7.41)
fig|562.135594.peg.3748,3,Escherichia coli,Resistant,Phosphatidate cytidylyltransferase (EC 2.7.7.41)
fig|562.135594.peg.3800,0,Escherichia coli,Resistant,3'-to-5' exoribonuclease RNase R
fig|562.135594.peg.3807,0,Escherichia coli,Resistant,RNA-binding protein Hfq
fig|562.135594.peg.382,2,Escherichia coli,Resistant,"Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1), subgroup 1"
fig|562.135594.peg.3824,1,Escherichia coli,Resistant,Class C beta-lactamase (EC 3.5.2.6) => BlaEC family
fig|562.135594.peg.383,1,Escherichia coli,Resistant,HtrA protease/chaperone protein
fig|562.135594.peg.3832,2,Escherichia coli,Resistant,Uncharacterized protein YhiJ
fig|562.135594.peg.3854,2,Escherichia coli,Resistant,Hemin transport protein HmuS
fig|562.135594.peg.3855,1,Escherichia coli,Resistant,"TonB-dependent hemin, ferrichrome receptor"
fig|562.135594.peg.3857,1,Escherichia coli,Resistant,Periplasmic hemin-binding protein
fig|562.135594.peg.3858,0,Escherichia coli,Resistant,"Radical SAM family protein HutW, similar to coproporphyrinogen III oxidase, oxygen-independent, associated with heme uptake"
fig|562.135594.peg.3859,2,Escherichia coli,Resistant,Putative heme iron utilization protein
fig|562.135594.peg.3860,0,Escherichia coli,Resistant,Flavin reductase (EC 1.5.1.30)
fig|562.135594.peg.3861,3,Escherichia coli,Resistant,"Hemin ABC transporter, permease protein"
fig|562.135594.peg.3862,0,Escherichia coli,Resistant,"ABC-type hemin transport system, ATPase component"
fig|562.135594.peg.3867,2,Escherichia coli,Resistant,Transcriptional activator GadE
fig|562.135594.peg.3870,1,Escherichia coli,Resistant,"Multidrug efflux system MdtEF-TolC, membrane fusion component MdtE"
fig|562.135594.peg.3871,1,Escherichia coli,Resistant,"Multidrug efflux system MdtEF-TolC, inner-membrane proton/drug antiporter MdtF (RND type)"
fig|562.135594.peg.3872,2,Escherichia coli,Resistant,"Transcriptional regulator GadW, AraC family"
fig|562.135594.peg.3873,2,Escherichia coli,Resistant,"Transcriptional regulator GadX, AraC family"
fig|562.135594.peg.399,1,Escherichia coli,Resistant,Periplasmic chaperone of outer membrane proteins Skp @ Outer membrane protein H precursor
fig|562.135594.peg.4,2,Escherichia coli,Resistant,PhoP/PhoQ regulator MgrB
fig|562.135594.peg.400,0,Escherichia coli,Resistant,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191)
fig|562.135594.peg.4044,0,Escherichia coli,Resistant,Transcription-repair coupling factor
fig|562.135594.peg.4063,0,Escherichia coli,Resistant,"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II"
fig|562.135594.peg.4082,0,Escherichia coli,Resistant,"UDP-glucose:(heptosyl) LPS alpha1,3-glucosyltransferase WaaG"
fig|562.135594.peg.4083,2,Escherichia coli,Resistant,Lipopolysaccharide core heptose(I) kinase RfaP
fig|562.135594.peg.4087,2,Escherichia coli,Resistant,"UDP-galactose:(galactosyl) LPS alpha1,2-galactosyltransferase WaaW (EC 2.4.1.-)"
fig|562.135594.peg.4101,2,Escherichia coli,Resistant,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue"
fig|562.135594.peg.4127,0,Escherichia coli,Resistant,Cys regulon transcriptional activator CysB
fig|562.135594.peg.4138,2,Escherichia coli,Resistant,Translation initiation factor SUI1-related protein
fig|562.135594.peg.4178,1,Escherichia coli,Resistant,"Murein peptide ABC transporter, substrate-binding protein (requires DppBCDF)"
fig|562.135594.peg.4190,0,Escherichia coli,Resistant,"Maltodextrin ABC transporter, ATP-binding protein MsmX"
fig|562.135594.peg.4199,2,Escherichia coli,Resistant,Uncharacterized glycosyltransferase YcjM
fig|562.135594.peg.4219,2,Escherichia coli,Resistant,Putative regulatory protein
fig|562.135594.peg.4234,2,Escherichia coli,Resistant,hypothetical protein
fig|562.135594.peg.4253,2,Escherichia coli,Resistant,"Phage tail tip, assembly protein L"
fig|562.135594.peg.4255,2,Escherichia coli,Resistant,"Phage tail tip, assembly protein I"
fig|562.135594.peg.4266,0,Escherichia coli,Resistant,Sensor histidine kinase PhoQ (EC 2.7.13.3)
fig|562.135594.peg.4267,0,Escherichia coli,Resistant,Transcriptional regulatory protein PhoP
fig|562.135594.peg.4337,2,Escherichia coli,Resistant,Phage protein YdfU family
fig|562.135594.peg.4344,0,Escherichia coli,Resistant,Allantoate amidohydrolase (EC 3.5.3.9)
fig|562.135594.peg.4345,2,Escherichia coli,Resistant,Ureidoglycolate dehydrogenase (EC 1.1.1.154)
fig|562.135594.peg.4346,0,Escherichia coli,Resistant,Ureidoglycolate dehydrogenase (EC 1.1.1.154)
fig|562.135594.peg.4379,2,Escherichia coli,Resistant,UDP-glucose 6-dehydrogenase (EC 1.1.1.22)
fig|562.135594.peg.4432,3,Escherichia coli,Resistant,Na+/H+-dicarboxylate symporter
fig|562.135594.peg.4446,0,Escherichia coli,Resistant,Phosphoribosylamine--glycine ligase (EC 6.3.4.13)
fig|562.135594.peg.4453,2,Escherichia coli,Resistant,Uncharacterized protein YjaG
fig|562.135594.peg.4511,2,Escherichia coli,Resistant,Putative glycoportein
fig|562.135594.peg.4526,0,Escherichia coli,Resistant,Type 1 fimbriae regulatory protein FimB
fig|562.135594.peg.4530,2,Escherichia coli,Resistant,Probable 9-O-acetyl-N-acetylneuraminic acid deacetylase
fig|562.135594.peg.457,2,Escherichia coli,Resistant,Chorismate synthase (EC 4.2.3.5)
fig|562.135594.peg.4592,0,Escherichia coli,Resistant,Trk potassium uptake system protein TrkA
fig|562.135594.peg.4628,2,Escherichia coli,Resistant,hypothetical protein
fig|562.135594.peg.4667,0,Escherichia coli,Resistant,D-alanine--D-alanine ligase (EC 6.3.2.4)
fig|562.135594.peg.4671,2,Escherichia coli,Resistant,SbmA protein
fig|562.135594.peg.4683,2,Escherichia coli,Resistant,T6SS component Hcp
fig|562.135594.peg.4685,2,Escherichia coli,Resistant,T6SS component TssB (ImpB/VipA)
fig|562.135594.peg.4689,2,Escherichia coli,Resistant,T6SS component TssF (ImpG/VasA)
fig|562.135594.peg.4690,2,Escherichia coli,Resistant,T6SS component TssG (ImpH/VasB)
fig|562.135594.peg.4691,2,Escherichia coli,Resistant,T6SS forkhead associated domain protein ImpI/VasC
fig|562.135594.peg.4692,2,Escherichia coli,Resistant,T6SS secretion lipoprotein TssJ (VasD)
fig|562.135594.peg.4694,2,Escherichia coli,Resistant,T6SS outer membrane component TssL (ImpK/VasF)
fig|562.135594.peg.4697,2,Escherichia coli,Resistant,T6SS component TssA (ImpA)
fig|562.135594.peg.4698,2,Escherichia coli,Resistant,T6SS component TssM (IcmF/VasK)
fig|562.135594.peg.4699,2,Escherichia coli,Resistant,Type VI secretion-related protein VasL
fig|562.135594.peg.4700,2,Escherichia coli,Resistant,T6SS component Hcp
fig|562.135594.peg.473,1,Escherichia coli,Resistant,Outer-membrane-phospholipid-binding lipoprotein MlaA
fig|562.135594.peg.4745,0,Escherichia coli,Resistant,Putative oxidoreductase YncB
fig|562.135594.peg.4760,0,Escherichia coli,Resistant,DNA-binding response regulator KdpE
fig|562.135594.peg.4770,0,Escherichia coli,Resistant,Ferric uptake regulation protein FUR
fig|562.135594.peg.4776,0,Escherichia coli,Resistant,Exonuclease SbcD
fig|562.135594.peg.4793,1,Escherichia coli,Resistant,Thioredoxin
fig|562.135594.peg.4798,1,Escherichia coli,Resistant,Peptidyl-prolyl cis-trans isomerase PpiC (EC 5.2.1.8)
fig|562.135594.peg.4821,2,Escherichia coli,Resistant,Bdm protein
fig|562.135594.peg.4829,0,Escherichia coli,Resistant,GTP-binding and nucleic acid-binding protein YchF
fig|562.135594.peg.4841,2,Escherichia coli,Resistant,2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)
fig|562.135594.peg.4854,2,Escherichia coli,Resistant,Uncharacterized protein YjeJ
fig|562.135594.peg.4919,2,Escherichia coli,Resistant,Ankyrin-repeat protein A
fig|562.135594.peg.4923,2,Escherichia coli,Resistant,Homoserine O-succinyltransferase (EC 2.3.1.46)
fig|562.135594.peg.4925,0,Escherichia coli,Resistant,Type 1 fimbriae regulatory protein FimE
fig|562.135594.peg.4926,1,Escherichia coli,Resistant,"Type-1 fimbrial protein, A chain"
fig|562.135594.peg.4927,1,Escherichia coli,Resistant,Fimbrin-like protein FimI
fig|562.135594.peg.4928,1,Escherichia coli,Resistant,Chaperone protein FimC
fig|562.135594.peg.4929,1,Escherichia coli,Resistant,Outer membrane usher protein FimD
fig|562.135594.peg.4930,1,Escherichia coli,Resistant,Protein FimF (regulates length and adhesion of type 1 fimbriae)
fig|562.135594.peg.4931,1,Escherichia coli,Resistant,Protein FimG (regulates length and adhesion of type 1 fimbriae)
fig|562.135594.peg.4932,2,Escherichia coli,Resistant,"Protein FimH (regulates length and adhesion of type 1 fimbriae, and mediates mannose binding)"
fig|562.135594.peg.4943,0,Escherichia coli,Resistant,Negative regulator of allantoin and glyoxylate utilization operons
fig|562.135594.peg.4945,0,Escherichia coli,Resistant,Hydroxypyruvate isomerase (EC 5.3.1.22)
fig|562.135594.peg.4948,0,Escherichia coli,Resistant,Allantoinase (EC 3.5.2.5)
fig|562.135594.peg.4999,0,Escherichia coli,Resistant,Dihydrofolate reductase (EC 1.5.1.3)
fig|562.135594.peg.5001,2,Escherichia coli,Resistant,Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family)
fig|562.135594.peg.5002,3,Escherichia coli,Resistant,"Small multidrug resistance (SMR) efflux transporter => QacE delta 1, quaternary ammonium compounds"
fig|562.135594.peg.5003,0,Escherichia coli,Resistant,Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein
fig|562.135594.peg.5008,0,Escherichia coli,Resistant,bleomycin resistance protein
fig|562.135594.peg.5009,2,Escherichia coli,Resistant,Subclass B1 beta-lactamase (EC 3.5.2.6) => NDM family
fig|562.135594.peg.5035,2,Escherichia coli,Resistant,FIG005121: SAM-dependent methyltransferase (EC 2.1.1.-)
fig|562.135594.peg.5048,2,Escherichia coli,Resistant,hypothetical protein
fig|562.135594.peg.5049,0,Escherichia coli,Resistant,Class A beta-lactamase (EC 3.5.2.6) => TEM family
fig|562.135594.peg.5054,3,Escherichia coli,Resistant,hypothetical protein
fig|562.135594.peg.5055,2,Escherichia coli,Resistant,Macrolide 2'-phosphotransferase => Mph(A) family
fig|562.135594.peg.5063,3,Escherichia coli,Resistant,Formate efflux transporter FocA
fig|562.135594.peg.5064,2,Escherichia coli,Resistant,Pyruvate formate-lyase (EC 2.3.1.54)
fig|562.135594.peg.5139,2,Escherichia coli,Resistant,Translation elongation factor Tu
fig|562.135594.peg.5147,2,Escherichia coli,Resistant,23S rRNA (adenine(2058)-N(6))-dimethyltransferase (EC 2.1.1.184) => Erm(B)
fig|562.135594.peg.5153,1,Escherichia coli,Resistant,Periplasmic thiol:disulfide interchange protein DsbA
fig|562.135594.peg.5162,2,Escherichia coli,Resistant,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)"
fig|562.135594.peg.5174,2,Escherichia coli,Resistant,Protein RhsB
fig|562.135594.peg.5194,0,Escherichia coli,Resistant,hypothetical protein
fig|562.135594.peg.5206,0,Escherichia coli,Resistant,VgrG protein
fig|562.135594.peg.5222,2,Escherichia coli,Resistant,Protein RhsB
fig|562.135594.peg.5226,2,Escherichia coli,Resistant,Translation elongation factor Tu
fig|562.135594.peg.5240,2,Escherichia coli,Resistant,Protein RhsD
fig|562.135594.peg.5241,2,Escherichia coli,Resistant,Protein RhsD
fig|562.135594.peg.5243,2,Escherichia coli,Resistant,VgrG protein
fig|562.135594.peg.5262,2,Escherichia coli,Resistant,Protein RhsB
fig|562.135594.peg.5270,1,Escherichia coli,Resistant,Uncharacterized outer membrane protein YpjA
fig|562.135594.peg.556,3,Escherichia coli,Resistant,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)"
fig|562.135594.peg.557,1,Escherichia coli,Resistant,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK"
fig|562.135594.peg.558,0,Escherichia coli,Resistant,Positive transcription regulator EvgA
fig|562.135594.peg.559,0,Escherichia coli,Resistant,Hybrid sensory histidine kinase in two-component regulatory system with EvgA
fig|562.135594.peg.561,3,Escherichia coli,Resistant,Uncharacterized transporter YfdV
fig|562.135594.peg.626,0,Escherichia coli,Resistant,D-arabinose-5-phosphate isomerase (EC 5.3.1.13)
fig|562.135594.peg.627,1,Escherichia coli,Resistant,Capsular polysaccharide export system inner membrane protein KpsE
fig|562.135594.peg.628,1,Escherichia coli,Resistant,Capsular polysaccharide export system periplasmic protein KpsD
fig|562.135594.peg.629,0,Escherichia coli,Resistant,3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)
fig|562.135594.peg.630,0,Escherichia coli,Resistant,Capsular polysaccharide export system protein KpsC
fig|562.135594.peg.631,2,Escherichia coli,Resistant,Capsular polysaccharide export system protein KpsS
fig|562.135594.peg.639,3,Escherichia coli,Resistant,"Capsular polysaccharide ABC transporter, permease protein KpsM"
fig|562.135594.peg.641,2,Escherichia coli,Resistant,General secretion pathway protein M
fig|562.135594.peg.642,2,Escherichia coli,Resistant,General secretion pathway protein L
fig|562.135594.peg.643,0,Escherichia coli,Resistant,General secretion pathway protein K
fig|562.135594.peg.644,0,Escherichia coli,Resistant,General secretion pathway protein J
fig|562.135594.peg.645,0,Escherichia coli,Resistant,General secretion pathway protein I
fig|562.135594.peg.646,2,Escherichia coli,Resistant,General secretion pathway protein H
fig|562.135594.peg.647,1,Escherichia coli,Resistant,General secretion pathway protein G
fig|562.135594.peg.648,0,Escherichia coli,Resistant,General secretion pathway protein F
fig|562.135594.peg.649,0,Escherichia coli,Resistant,General secretion pathway protein E
fig|562.135594.peg.650,1,Escherichia coli,Resistant,General secretion pathway protein D
fig|562.135594.peg.651,1,Escherichia coli,Resistant,General secretion pathway protein C
fig|562.135594.peg.67,0,Escherichia coli,Resistant,Putative NAD(P)H nitroreductase YdjA
fig|562.135594.peg.677,2,Escherichia coli,Resistant,Low-affinity inorganic phosphate transporter
fig|562.135594.peg.7,0,Escherichia coli,Resistant,Cold shock protein of CSP family => CspC (naming convention as in E.coli)
fig|562.135594.peg.710,2,Escherichia coli,Resistant,DNA topoisomerase IV subunit A (EC 5.99.1.3)
fig|562.135594.peg.720,2,Escherichia coli,Resistant,DNA topoisomerase IV subunit B (EC 5.99.1.3)
fig|562.135594.peg.725,1,Escherichia coli,Resistant,Outer membrane channel TolC (OpmH)
fig|562.135594.peg.746,3,Escherichia coli,Resistant,Undecaprenyl-diphosphatase (EC 3.6.1.27)
fig|562.135594.peg.762,0,Escherichia coli,Resistant,Putrescine aminotransferase (EC 2.6.1.82)
fig|562.135594.peg.798,1,Escherichia coli,Resistant,"Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)"
fig|562.135594.peg.799,1,Escherichia coli,Resistant,"Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE"
fig|562.135594.peg.800,0,Escherichia coli,Resistant,Probable acrEF/envCD operon repressor EnvR
fig|562.135594.peg.835,0,Escherichia coli,Resistant,Stringent starvation protein A
fig|562.135594.peg.871,0,Escherichia coli,Resistant,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)
fig|562.135594.peg.883,0,Escherichia coli,Resistant,Dihydropteroate synthase (EC 2.5.1.15)
fig|562.135594.peg.915,2,Escherichia coli,Resistant,"PTS system, galactosamine-specific IIC component"
fig|562.135594.peg.916,2,Escherichia coli,Resistant,"PTS system, galactosamine-specific IIB component"
fig|562.135594.peg.917,0,Escherichia coli,Resistant,"D-tagatose-1,6-bisphosphate aldolase subunit KbaY (EC 4.1.2.40)"
fig|562.135594.peg.94,0,Escherichia coli,Resistant,"PTS system, N,N'-diacetylchitobiose-specific IIB component (EC 2.7.1.196)"
fig|562.135594.peg.942,2,Escherichia coli,Resistant,2-ketobutyrate formate-lyase (EC 2.3.1.-) @ Pyruvate formate-lyase (EC 2.3.1.54)
fig|562.135594.peg.952,2,Escherichia coli,Resistant,VgrG protein
fig|562.135594.peg.962,0,Escherichia coli,Resistant,D-sedoheptulose 7-phosphate isomerase (EC 5.3.1.28)
fig|562.135594.peg.969,0,Escherichia coli,Resistant,DNA polymerase IV (EC 2.7.7.7)
fig|562.135594.peg.98,2,Escherichia coli,Resistant,"N,N'-diacetylchitobiose-specific 6-phospho-beta-glucosidase (EC 3.2.1.86)"
fig|562.135594.peg.997,2,Escherichia coli,Resistant,CFA/I fimbrial chaperone
fig|562.135594.peg.998,2,Escherichia coli,Resistant,CFA/I fimbrial minor adhesin
fig|562.135594.peg.999,2,Escherichia coli,Resistant,CFA/I fimbrial subunit C usher protein
